Reference area,Source,Sex,Country of destination,Time,Outflow of nationals (thousands)
Mongolia,PC - Population Census,Total,Czech Republic,2020,6.0
Mongolia,PC - Population Census,Total,Japan,2020,8.8
Mongolia,PC - Population Census,Total,Kazakhstan,2020,7.2
Mongolia,PC - Population Census,Total,"Korea, Republic of",2020,40.0
Mongolia,PC - Population Census,Total,United States,2020,19.2
Mongolia,PC - Population Census,Total,Other countries,2020,41.2
Mongolia,PC - Population Census,Male,Total,2020,56.7
Mongolia,PC - Population Census,Male,Czech Republic,2020,2.7
Mongolia,PC - Population Census,Male,Japan,2020,4.2
Mongolia,PC - Population Census,Male,Kazakhstan,2020,3.6
Mongolia,PC - Population Census,Male,"Korea, Republic of",2020,20.0
Mongolia,PC - Population Census,Male,United States,2020,8.2
Mongolia,PC - Population Census,Male,Other countries,2020,18.0
Mongolia,PC - Population Census,Female,Total,2020,65.6
Mongolia,PC - Population Census,Female,Czech Republic,2020,3.3
Mongolia,PC - Population Census,Female,Japan,2020,4.6
Mongolia,PC - Population Census,Female,Kazakhstan,2020,3.7
Mongolia,PC - Population Census,Female,"Korea, Republic of",2020,20.0
Mongolia,PC - Population Census,Female,United States,2020,10.9
Mongolia,PC - Population Census,Female,Other countries,2020,23.1
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,Total,2018,1337.7
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,India,2018,704.4
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,Malaysia,2018,122.1
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,Qatar,2018,149.5
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,Saudi Arabia,2018,101.0
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,United Arab Emirates,2018,73.2
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Total,Other countries,2018,187.4
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,Total,2018,1205.0
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,India,2018,625.9
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,Malaysia,2018,118.0
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,Qatar,2018,147.7
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,Saudi Arabia,2018,99.6
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,United Arab Emirates,2018,66.5
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Male,Other countries,2018,147.3
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,Total,2018,132.7
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,India,2018,78.5
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,Malaysia,2018,4.1
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,Qatar,2018,1.8
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,Saudi Arabia,2018,1.4
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,United Arab Emirates,2018,6.7
Nepal,"ADM-EOR - Employment Records of the Ministry of Labour, Employment and Social Security",Female,Other countries,2018,40.1
North Macedonia,"ADM - Migration statistics, Ministry of Interior",Total,Total,2017,0.1
North Macedonia,"ADM - Migration statistics, Ministry of Interior",Male,Total,2017,0.1
North Macedonia,"ADM - Migration statistics, Ministry of Interior",Female,Total,2017,0.1
Philippines,ADM - Deployment statistics,Total,Total,2010,86.1
Philippines,ADM - Deployment statistics,Male,Total,2010,36.3
Philippines,ADM - Deployment statistics,Female,Total,2010,49.8
Philippines,ADM - Deployment statistics,Total,Total,2011,83.4
Philippines,ADM - Deployment statistics,Male,Total,2011,34.6
Philippines,ADM - Deployment statistics,Female,Total,2011,48.8
Philippines,ADM - Deployment statistics,Total,Total,2012,83.6
Philippines,ADM - Deployment statistics,Male,Total,2012,34.1
Philippines,ADM - Deployment statistics,Female,Total,2012,49.6
Philippines,ADM - Deployment statistics,Total,Total,2013,78.2
Philippines,ADM - Deployment statistics,Male,Total,2013,31.3
Philippines,ADM - Deployment statistics,Female,Total,2013,46.9
Portugal,HS - Survey on Emigration,Total,Total,2014,47.7
Portugal,HS - Survey on Emigration,Total,Total,2015,39.8
Portugal,HS - Survey on Emigration,Total,Total,2016,37.2
Portugal,HS - Survey on Emigration,Total,Total,2017,31.2
Portugal,HS - Survey on Emigration,Total,Total,2018,29.3
Portugal,HS - Survey on Emigration,Total,Total,2021,23.8
Romania,OE - Estimations Officielles de la migration,Total,Total,2016,206.8
Romania,OE - Estimations Officielles de la migration,Male,Total,2016,100.1
Romania,OE - Estimations Officielles de la migration,Female,Total,2016,106.7
Romania,OE - Estimations Officielles de la migration,Total,Total,2019,203.9
Romania,OE - Estimations Officielles de la migration,Male,Total,2019,108.4
Romania,OE - Estimations Officielles de la migration,Female,Total,2019,95.4
Romania,OE - Estimations Officielles de la migration,Total,Total,2020,158.5
Romania,OE - Estimations Officielles de la migration,Male,Total,2020,88.0
Romania,OE - Estimations Officielles de la migration,Female,Total,2020,70.6
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2010,56.1
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2010,30.7
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2010,25.4
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2011,56.6
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2011,31.0
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2011,25.6
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2012,55.6
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2012,30.3
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2012,25.3
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2013,51.3
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2013,27.9
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2013,23.4
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2014,57.3
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2014,31.5
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2014,25.8
Samoa,ADM - Administrative Records of the National statistical Office,Total,Total,2015,53.7
Samoa,ADM - Administrative Records of the National statistical Office,Male,Total,2015,29.3
Samoa,ADM - Administrative Records of the National statistical Office,Female,Total,2015,24.4
Samoa,ADM-EOR - Employment Office Records of the Ministry of Commerce Industry and Labour,Total,Total,2017,1.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Total,2017,3.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Total,2017,1.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Total,2017,2.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Total,2018,3.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Austria,2018,0.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Czech Republic,2018,1.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Germany,2018,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Switzerland,2018,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,United Kingdom,2018,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Other countries,2018,0.6
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Total,2018,1.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Austria,2018,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Czech Republic,2018,0.5
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Germany,2018,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Switzerland,2018,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,United Kingdom,2018,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Other countries,2018,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Total,2018,2.0
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Austria,2018,0.5
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Czech Republic,2018,0.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Germany,2018,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Switzerland,2018,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,United Kingdom,2018,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Other countries,2018,0.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Total,2020,2.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Austria,2020,0.6
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Czech Republic,2020,0.9
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Germany,2020,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Switzerland,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,United Kingdom,2020,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Other countries,2020,0.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Total,2020,1.0
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Austria,2020,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Czech Republic,2020,0.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Germany,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Switzerland,2020,0.0
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,United Kingdom,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Other countries,2020,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Total,2020,1.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Austria,2020,0.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Czech Republic,2020,0.5
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Germany,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Switzerland,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,United Kingdom,2020,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Other countries,2020,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Total,2021,3.4
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Austria,2021,0.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Czech Republic,2021,1.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Germany,2021,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Switzerland,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,United Kingdom,2021,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Total,Other countries,2021,0.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Total,2021,1.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Austria,2021,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Czech Republic,2021,0.5
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Germany,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Switzerland,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,United Kingdom,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Male,Other countries,2021,0.3
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Total,2021,2.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Austria,2021,0.5
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Czech Republic,2021,0.7
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Germany,2021,0.2
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Switzerland,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,United Kingdom,2021,0.1
Slovakia,"ADM - Demographic Statistical Survey on Migration, Statistical Office of the Slovak Republic",Female,Other countries,2021,0.5
Slovenia,ADM-PR - Central Population Register,Total,Total,2017,9.9
Slovenia,ADM-PR - Central Population Register,Male,Total,2017,5.2
Slovenia,ADM-PR - Central Population Register,Female,Total,2017,4.7
Slovenia,ADM-PR - Central Population Register,Total,Total,2018,6.6
Slovenia,ADM-PR - Central Population Register,Total,Austria,2018,1.7
Slovenia,ADM-PR - Central Population Register,Total,Croatia,2018,0.4
Slovenia,ADM-PR - Central Population Register,Total,Germany,2018,1.3
Slovenia,ADM-PR - Central Population Register,Total,Switzerland,2018,0.7
Slovenia,ADM-PR - Central Population Register,Total,United Kingdom,2018,0.4
Slovenia,ADM-PR - Central Population Register,Total,Other countries,2018,2.1
Slovenia,ADM-PR - Central Population Register,Male,Total,2018,3.5
Slovenia,ADM-PR - Central Population Register,Male,Austria,2018,0.9
Slovenia,ADM-PR - Central Population Register,Male,Croatia,2018,0.2
Slovenia,ADM-PR - Central Population Register,Male,Germany,2018,0.7
Slovenia,ADM-PR - Central Population Register,Male,Switzerland,2018,0.4
Slovenia,ADM-PR - Central Population Register,Male,United Kingdom,2018,0.2
Slovenia,ADM-PR - Central Population Register,Male,Other countries,2018,1.1
Slovenia,ADM-PR - Central Population Register,Female,Total,2018,3.1
Slovenia,ADM-PR - Central Population Register,Female,Austria,2018,0.8
Slovenia,ADM-PR - Central Population Register,Female,Croatia,2018,0.2
Slovenia,ADM-PR - Central Population Register,Female,Germany,2018,0.6
Slovenia,ADM-PR - Central Population Register,Female,Switzerland,2018,0.3
Slovenia,ADM-PR - Central Population Register,Female,United Kingdom,2018,0.2
Slovenia,ADM-PR - Central Population Register,Female,Other countries,2018,1.1
Slovenia,OE - Migration estimates,Total,Total,2020,4.9
Slovenia,OE - Migration estimates,Total,Austria,2020,1.1
Slovenia,OE - Migration estimates,Total,Croatia,2020,0.5
Slovenia,OE - Migration estimates,Total,Germany,2020,0.9
Slovenia,OE - Migration estimates,Total,Italy,2020,0.3
Slovenia,OE - Migration estimates,Total,Switzerland,2020,0.4
Slovenia,OE - Migration estimates,Total,Other countries,2020,1.6
Slovenia,OE - Migration estimates,Male,Total,2020,2.5
Slovenia,OE - Migration estimates,Male,Austria,2020,0.6
Slovenia,OE - Migration estimates,Male,Croatia,2020,0.3
Slovenia,OE - Migration estimates,Male,Germany,2020,0.5
Slovenia,OE - Migration estimates,Male,Italy,2020,0.1
Slovenia,OE - Migration estimates,Male,Switzerland,2020,0.2
Slovenia,OE - Migration estimates,Male,Other countries,2020,0.8
Slovenia,OE - Migration estimates,Female,Total,2020,2.4
Slovenia,OE - Migration estimates,Female,Austria,2020,0.5
Slovenia,OE - Migration estimates,Female,Croatia,2020,0.3
Slovenia,OE - Migration estimates,Female,Germany,2020,0.4
Slovenia,OE - Migration estimates,Female,Italy,2020,0.2
Slovenia,OE - Migration estimates,Female,Switzerland,2020,0.2
Slovenia,OE - Migration estimates,Female,Other countries,2020,0.8
Slovenia,OE - Migration estimates,Total,Total,2021,5.8
Slovenia,OE - Migration estimates,Total,Austria,2021,1.3
Slovenia,OE - Migration estimates,Total,Croatia,2021,0.7
Slovenia,OE - Migration estimates,Total,Germany,2021,1.1
Slovenia,OE - Migration estimates,Total,Italy,2021,0.3
Slovenia,OE - Migration estimates,Total,Switzerland,2021,0.5
Slovenia,OE - Migration estimates,Total,Other countries,2021,1.9
Slovenia,OE - Migration estimates,Male,Total,2021,3.1
Slovenia,OE - Migration estimates,Male,Austria,2021,0.7
Slovenia,OE - Migration estimates,Male,Croatia,2021,0.4
Slovenia,OE - Migration estimates,Male,Germany,2021,0.6
Slovenia,OE - Migration estimates,Male,Italy,2021,0.1
Slovenia,OE - Migration estimates,Male,Switzerland,2021,0.3
Slovenia,OE - Migration estimates,Male,Other countries,2021,1.0
Slovenia,OE - Migration estimates,Female,Total,2021,2.8
Slovenia,OE - Migration estimates,Female,Austria,2021,0.6
Slovenia,OE - Migration estimates,Female,Croatia,2021,0.4
Slovenia,OE - Migration estimates,Female,Germany,2021,0.5
Slovenia,OE - Migration estimates,Female,Italy,2021,0.2
Slovenia,OE - Migration estimates,Female,Switzerland,2021,0.2
Slovenia,OE - Migration estimates,Female,Other countries,2021,0.9
Spain,ADM-PR - Registros de Población,Total,Total,2017,87.7
Spain,ADM-PR - Registros de Población,Male,Total,2017,46.0
Spain,ADM-PR - Registros de Población,Female,Total,2017,41.7
Spain,ADM-PR - Registros de Población,Total,Total,2018,80.3
Spain,ADM-PR - Registros de Población,Total,Ecuador,2018,4.4
Spain,ADM-PR - Registros de Población,Total,France,2018,9.8
Spain,ADM-PR - Registros de Población,Total,Germany,2018,6.1
Spain,ADM-PR - Registros de Población,Total,United Kingdom,2018,16.3
Spain,ADM-PR - Registros de Población,Total,United States,2018,8.4
Spain,ADM-PR - Registros de Población,Total,Other countries,2018,35.2
Spain,ADM-PR - Registros de Población,Male,Total,2018,42.6
Spain,ADM-PR - Registros de Población,Male,Ecuador,2018,2.2
Spain,ADM-PR - Registros de Población,Male,France,2018,5.6
Spain,ADM-PR - Registros de Población,Male,Germany,2018,3.3
Spain,ADM-PR - Registros de Población,Male,United Kingdom,2018,7.9
Spain,ADM-PR - Registros de Población,Male,United States,2018,4.9
Spain,ADM-PR - Registros de Población,Male,Other countries,2018,18.8
Spain,ADM-PR - Registros de Población,Female,Total,2018,37.6
Spain,ADM-PR - Registros de Población,Female,Ecuador,2018,2.3
Spain,ADM-PR - Registros de Población,Female,France,2018,4.2
Spain,ADM-PR - Registros de Población,Female,Germany,2018,2.8
Spain,ADM-PR - Registros de Población,Female,United Kingdom,2018,8.4
Spain,ADM-PR - Registros de Población,Female,United States,2018,3.5
Spain,ADM-PR - Registros de Población,Female,Other countries,2018,16.5
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Total,Total,2015,3237.8
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Male,Total,2015,1904.1
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Female,Total,2015,1333.7
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Total,Total,2016,3608.3
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Male,Total,2016,2091.1
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Female,Total,2016,1517.2
Sri Lanka,ADM - Administrative Records of Dept. of Immigration and Emigration,Total,Total,2018,4022.9
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,Total,2017,31.8
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,Total,2017,16.7
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,Total,2017,15.2
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,Total,2018,31.8
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,France,2018,5.0
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,Germany,2018,3.1
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,Spain,2018,1.4
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,United Kingdom,2018,1.5
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,United States,2018,1.7
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Total,Other countries,2018,19.0
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,Total,2018,16.6
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,France,2018,2.4
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,Germany,2018,1.5
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,Spain,2018,0.7
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,United Kingdom,2018,0.7
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,United States,2018,0.9
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Male,Other countries,2018,10.4
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,Total,2018,15.2
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,France,2018,2.6
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,Germany,2018,1.6
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,Spain,2018,0.7
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,United Kingdom,2018,0.8
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,United States,2018,0.8
Switzerland,ADM-PR - Statistique de la Population et des Ménages,Female,Other countries,2018,8.6
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2010,5.4
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2010,3.0
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2010,2.3
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2011,4.0
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2011,2.1
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2011,1.9
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2012,4.2
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2012,2.1
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2012,2.0
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2013,3.5
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2013,1.8
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2013,1.8
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2014,3.3
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2014,1.6
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2014,1.6
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Total,Total,2015,2.9
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Male,Total,2015,1.4
Tajikistan,"ADM - Administrative Records of ticket arrival and departure, Ministry of Internal Affairs",Female,Total,2015,1.4
United Kingdom,ADM - International Passenger Survey,Total,Total,2017,108.6
United Kingdom,ADM - International Passenger Survey,Male,Total,2017,61.3
United Kingdom,ADM - International Passenger Survey,Female,Total,2017,47.4
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2010,44.4
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2010,20.8
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2010,23.6
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2011,50.8
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2011,23.9
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2011,26.9
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2012,45.4
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2012,21.1
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2012,24.3
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2013,38.6
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2013,17.2
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2013,21.4
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2014,42.2
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2014,18.8
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2014,23.4
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2015,31.8
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2015,14.1
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2015,17.7
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Total,Total,2016,28.1
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Male,Total,2016,12.2
Uzbekistan,"ADM - Administrative Records of migration, Agency of Foreign Labour Migration Affairs",Female,Total,2016,15.9
